audio_file,tone,pinyin,label
tone_perfect/zun1_MV1_MP3.mp3,1,zun,zun1
tone_perfect/bao2_MV1_MP3.mp3,2,bao,bao2
tone_perfect/chui2_FV2_MP3.mp3,2,chui,chui2
tone_perfect/chuai3_MV2_MP3.mp3,3,chuai,chuai3
tone_perfect/zhen1_MV2_MP3.mp3,1,zhen,zhen1
tone_perfect/zhai1_FV3_MP3.mp3,1,zhai,zhai1
tone_perfect/zuo2_MV2_MP3.mp3,2,zuo,zuo2
tone_perfect/nang2_MV2_MP3.mp3,2,nang,nang2
tone_perfect/nian4_FV1_MP3.mp3,4,nian,nian4
tone_perfect/ban1_MV2_MP3.mp3,1,ban,ban1
tone_perfect/bei1_FV3_MP3.mp3,1,bei,bei1
tone_perfect/sang1_MV1_MP3.mp3,1,sang,sang1
tone_perfect/qiong3_FV2_MP3.mp3,3,qiong,qiong3
tone_perfect/mao4_MV2_MP3.mp3,4,mao,mao4
tone_perfect/duo3_MV3_MP3.mp3,3,duo,duo3
tone_perfect/ca1_FV1_MP3.mp3,1,ca,ca1
tone_perfect/shu4_MV3_MP3.mp3,4,shu,shu4
tone_perfect/rui4_FV1_MP3.mp3,4,rui,rui4
tone_perfect/juan4_MV2_MP3.mp3,4,juan,juan4
tone_perfect/he4_MV2_MP3.mp3,4,he,he4
tone_perfect/tong2_MV3_MP3.mp3,2,tong,tong2
tone_perfect/zou1_FV3_MP3.mp3,1,zou,zou1
tone_perfect/hua2_FV1_MP3.mp3,2,hua,hua2
tone_perfect/gui3_MV1_MP3.mp3,3,gui,gui3
tone_perfect/xiong2_FV3_MP3.mp3,2,xiong,xiong2
tone_perfect/bo4_MV2_MP3.mp3,4,bo,bo4
tone_perfect/luan1_FV1_MP3.mp3,1,luan,luan1
tone_perfect/nen4_FV1_MP3.mp3,4,nen,nen4
tone_perfect/zuan3_FV3_MP3.mp3,3,zuan,zuan3
tone_perfect/quan2_FV2_MP3.mp3,2,quan,quan2
tone_perfect/biao3_MV2_MP3.mp3,3,biao,biao3
tone_perfect/fu3_FV3_MP3.mp3,3,fu,fu3
tone_perfect/yao3_MV2_MP3.mp3,3,yao,yao3
tone_perfect/jia4_MV2_MP3.mp3,4,jia,jia4
tone_perfect/zhang3_FV1_MP3.mp3,3,zhang,zhang3
tone_perfect/gao2_MV3_MP3.mp3,2,gao,gao2
tone_perfect/lao4_FV2_MP3.mp3,4,lao,lao4
tone_perfect/qing3_MV1_MP3.mp3,3,qing,qing3
tone_perfect/zhun3_FV2_MP3.mp3,3,zhun,zhun3
tone_perfect/sui4_MV1_MP3.mp3,4,sui,sui4
tone_perfect/zen3_FV1_MP3.mp3,3,zen,zen3
tone_perfect/cu2_MV1_MP3.mp3,2,cu,cu2
tone_perfect/teng4_MV2_MP3.mp3,4,teng,teng4
tone_perfect/si4_FV2_MP3.mp3,4,si,si4
tone_perfect/o4_MV1_MP3.mp3,4,o,o4
tone_perfect/deng3_FV3_MP3.mp3,3,deng,deng3
tone_perfect/guang4_FV2_MP3.mp3,4,guang,guang4
tone_perfect/reng1_FV1_MP3.mp3,1,reng,reng1
tone_perfect/can1_FV2_MP3.mp3,1,can,can1
tone_perfect/dai2_MV1_MP3.mp3,2,dai,dai2
tone_perfect/kei4_FV3_MP3.mp3,4,kei,kei4
tone_perfect/kan4_MV2_MP3.mp3,4,kan,kan4
tone_perfect/zhua4_MV1_MP3.mp3,4,zhua,zhua4
tone_perfect/fou3_MV3_MP3.mp3,3,fou,fou3
tone_perfect/wang3_MV2_MP3.mp3,3,wang,wang3
tone_perfect/lian3_MV1_MP3.mp3,3,lian,lian3
tone_perfect/gang4_FV3_MP3.mp3,4,gang,gang4
tone_perfect/zhu1_MV3_MP3.mp3,1,zhu,zhu1
tone_perfect/dao1_MV2_MP3.mp3,1,dao,dao1
tone_perfect/yi2_FV3_MP3.mp3,2,yi,yi2
tone_perfect/sou4_FV3_MP3.mp3,4,sou,sou4
tone_perfect/da1_MV1_MP3.mp3,1,da,da1
tone_perfect/xuan4_MV3_MP3.mp3,4,xuan,xuan4
tone_perfect/cuan2_FV3_MP3.mp3,2,cuan,cuan2
tone_perfect/jin3_FV1_MP3.mp3,3,jin,jin3
tone_perfect/huan3_FV2_MP3.mp3,3,huan,huan3
tone_perfect/gen1_FV1_MP3.mp3,1,gen,gen1
tone_perfect/mo3_FV1_MP3.mp3,3,mo,mo3
tone_perfect/ti4_MV2_MP3.mp3,4,ti,ti4
tone_perfect/ru1_FV2_MP3.mp3,1,ru,ru1
tone_perfect/fen1_MV1_MP3.mp3,1,fen,fen1
tone_perfect/piao3_MV3_MP3.mp3,3,piao,piao3
tone_perfect/du2_FV1_MP3.mp3,2,du,du2
tone_perfect/rou4_MV3_MP3.mp3,4,rou,rou4
tone_perfect/ge3_FV1_MP3.mp3,3,ge,ge3
tone_perfect/zha2_FV3_MP3.mp3,2,zha,zha2
tone_perfect/feng4_MV3_MP3.mp3,4,feng,feng4
tone_perfect/zui1_MV1_MP3.mp3,1,zui,zui1
tone_perfect/chuan3_MV2_MP3.mp3,3,chuan,chuan3
tone_perfect/you2_FV2_MP3.mp3,2,you,you2
tone_perfect/zhan1_FV3_MP3.mp3,1,zhan,zhan1
tone_perfect/zhei1_MV2_MP3.mp3,1,zhei,zhei1
tone_perfect/chun2_FV2_MP3.mp3,2,chun,chun2
tone_perfect/cun3_FV3_MP3.mp3,3,cun,cun3
tone_perfect/er3_FV2_MP3.mp3,3,er,er3
tone_perfect/que2_FV2_MP3.mp3,2,que,que2
tone_perfect/gou3_FV3_MP3.mp3,3,gou,gou3
tone_perfect/qin2_FV2_MP3.mp3,2,qin,qin2
tone_perfect/zong1_MV3_MP3.mp3,1,zong,zong1
tone_perfect/zi2_FV2_MP3.mp3,2,zi,zi2
tone_perfect/run4_FV1_MP3.mp3,4,run,run4
tone_perfect/yuan4_MV1_MP3.mp3,4,yuan,yuan4
tone_perfect/long3_MV1_MP3.mp3,3,long,long3
tone_perfect/li1_FV1_MP3.mp3,1,li,li1
tone_perfect/ju4_MV1_MP3.mp3,4,ju,ju4
tone_perfect/ben1_FV3_MP3.mp3,1,ben,ben1
tone_perfect/bai1_MV2_MP3.mp3,1,bai,bai1
tone_perfect/xiu3_FV1_MP3.mp3,3,xiu,xiu3
tone_perfect/chuo1_FV1_MP3.mp3,1,chuo,chuo1
tone_perfect/fo4_FV3_MP3.mp3,4,fo,fo4
tone_perfect/gun3_MV1_MP3.mp3,3,gun,gun3
tone_perfect/nei4_FV1_MP3.mp3,4,nei,nei4
tone_perfect/cou3_MV1_MP3.mp3,3,cou,cou3
tone_perfect/fang4_FV1_MP3.mp3,4,fang,fang4
tone_perfect/nve3_MV2_MP3.mp3,3,nve,nve3
tone_perfect/le4_FV3_MP3.mp3,4,le,le4
tone_perfect/mian3_MV3_MP3.mp3,3,mian,mian3
tone_perfect/miu4_MV1_MP3.mp3,4,miu,miu4
tone_perfect/ta3_FV1_MP3.mp3,3,ta,ta3
tone_perfect/geng4_MV1_MP3.mp3,4,geng,geng4
tone_perfect/liu4_FV1_MP3.mp3,4,liu,liu4
tone_perfect/jue3_FV1_MP3.mp3,3,jue,jue3
tone_perfect/bing3_MV2_MP3.mp3,3,bing,bing3
tone_perfect/bu3_MV2_MP3.mp3,3,bu,bu3
tone_perfect/qu1_FV3_MP3.mp3,1,qu,qu1
tone_perfect/nin3_MV3_MP3.mp3,3,nin,nin3
tone_perfect/qiao3_MV1_MP3.mp3,3,qiao,qiao3
tone_perfect/dan2_MV1_MP3.mp3,2,dan,dan2
tone_perfect/cen1_MV3_MP3.mp3,1,cen,cen1
tone_perfect/cai1_FV2_MP3.mp3,1,cai,cai1
tone_perfect/zhui3_FV2_MP3.mp3,3,zhui,zhui3
tone_perfect/pin2_MV2_MP3.mp3,2,pin,pin2
tone_perfect/sun4_MV1_MP3.mp3,4,sun,sun4
tone_perfect/zei3_FV1_MP3.mp3,3,zei,zei3
tone_perfect/bie3_MV3_MP3.mp3,3,bie,bie3
tone_perfect/lao1_FV3_MP3.mp3,1,lao,lao1
tone_perfect/pou2_FV3_MP3.mp3,2,pou,pou2
tone_perfect/beng3_MV1_MP3.mp3,3,beng,beng3
tone_perfect/an2_MV1_MP3.mp3,2,an,an2
tone_perfect/tun2_FV3_MP3.mp3,2,tun,tun2
tone_perfect/sha2_FV2_MP3.mp3,2,sha,sha2
tone_perfect/teng1_MV3_MP3.mp3,1,teng,teng1
tone_perfect/si1_FV3_MP3.mp3,1,si,si1
tone_perfect/na2_MV1_MP3.mp3,2,na,na2
tone_perfect/nou3_FV2_MP3.mp3,3,nou,nou3
tone_perfect/xue2_FV3_MP3.mp3,2,xue,xue2
tone_perfect/guang1_FV3_MP3.mp3,1,guang,guang1
tone_perfect/shei2_FV2_MP3.mp3,2,shei,shei2
tone_perfect/shan2_MV3_MP3.mp3,2,shan,shan2
tone_perfect/jun3_FV2_MP3.mp3,3,jun,jun3
tone_perfect/can4_FV3_MP3.mp3,4,can,can4
tone_perfect/han2_MV2_MP3.mp3,2,han,han2
tone_perfect/hei2_FV3_MP3.mp3,2,hei,hei2
tone_perfect/pie2_MV1_MP3.mp3,2,pie,pie2
tone_perfect/yo4_FV1_MP3.mp3,4,yo,yo4
tone_perfect/tiao4_MV1_MP3.mp3,4,tiao,tiao4
tone_perfect/jia1_MV3_MP3.mp3,1,jia,jia1
tone_perfect/lv2_MV2_MP3.mp3,2,lv,lv2
tone_perfect/se4_FV1_MP3.mp3,4,se,se4
tone_perfect/ka3_FV3_MP3.mp3,3,ka,ka3
tone_perfect/juan1_MV3_MP3.mp3,1,juan,juan1
tone_perfect/jiu2_FV3_MP3.mp3,2,jiu,jiu2
tone_perfect/he1_MV3_MP3.mp3,1,he,he1
tone_perfect/wan3_FV3_MP3.mp3,3,wan,wan3
tone_perfect/wei3_MV2_MP3.mp3,3,wei,wei3
tone_perfect/zou4_FV2_MP3.mp3,4,zou,zou4
tone_perfect/bo1_MV3_MP3.mp3,1,bo,bo1
tone_perfect/rong2_FV1_MP3.mp3,2,rong,rong2
tone_perfect/nai1_MV1_MP3.mp3,1,nai,nai1
tone_perfect/qie2_FV1_MP3.mp3,2,qie,qie2
tone_perfect/ang4_MV1_MP3.mp3,4,ang,ang4
tone_perfect/nu1_FV1_MP3.mp3,1,nu,nu1
tone_perfect/yue2_MV3_MP3.mp3,2,yue,yue2
tone_perfect/bei4_FV2_MP3.mp3,4,bei,bei4
tone_perfect/xian3_FV2_MP3.mp3,3,xian,xian3
tone_perfect/ban4_MV3_MP3.mp3,4,ban,ban4
tone_perfect/kun3_MV2_MP3.mp3,3,kun,kun3
tone_perfect/mao1_MV3_MP3.mp3,1,mao,mao1
tone_perfect/chi2_FV3_MP3.mp3,2,chi,chi2
tone_perfect/cang3_FV1_MP3.mp3,3,cang,cang3
tone_perfect/xu2_FV2_MP3.mp3,2,xu,xu2
tone_perfect/shu1_MV2_MP3.mp3,1,shu,shu1
tone_perfect/eng4_FV3_MP3.mp3,4,eng,eng4
tone_perfect/mei2_FV1_MP3.mp3,2,mei,mei2
tone_perfect/ci3_MV3_MP3.mp3,3,ci,ci3
tone_perfect/zhuai2_FV3_MP3.mp3,2,zhuai,zhuai2
tone_perfect/niang3_FV3_MP3.mp3,3,niang,niang3
tone_perfect/ha3_FV2_MP3.mp3,3,ha,ha3
tone_perfect/niao2_FV3_MP3.mp3,2,niao,niao2
tone_perfect/san3_MV1_MP3.mp3,3,san,san3
tone_perfect/niu2_MV1_MP3.mp3,2,niu,niu2
tone_perfect/yin2_MV3_MP3.mp3,2,yin,yin2
tone_perfect/zhai4_FV2_MP3.mp3,4,zhai,zhai4
tone_perfect/zhen4_MV3_MP3.mp3,4,zhen,zhen4
tone_perfect/ceng3_MV3_MP3.mp3,3,ceng,ceng3
tone_perfect/gua1_FV3_MP3.mp3,1,gua,gua1
tone_perfect/heng2_MV2_MP3.mp3,2,heng,heng2
tone_perfect/qun2_FV1_MP3.mp3,2,qun,qun2
tone_perfect/jiang3_MV3_MP3.mp3,3,jiang,jiang3
tone_perfect/shuai3_FV2_MP3.mp3,3,shuai,shuai3
tone_perfect/chong4_FV3_MP3.mp3,4,chong,chong4
tone_perfect/seng4_FV2_MP3.mp3,4,seng,seng4
tone_perfect/fan4_FV1_MP3.mp3,4,fan,fan4
tone_perfect/pi1_FV2_MP3.mp3,1,pi,pi1
tone_perfect/gan4_MV1_MP3.mp3,4,gan,gan4
tone_perfect/xiang1_MV1_MP3.mp3,1,xiang,xiang1
tone_perfect/rang4_MV2_MP3.mp3,4,rang,rang4
tone_perfect/tou2_MV1_MP3.mp3,2,tou,tou2
tone_perfect/bang3_FV3_MP3.mp3,3,bang,bang3
tone_perfect/hao1_MV1_MP3.mp3,1,hao,hao1
tone_perfect/kuang3_MV3_MP3.mp3,3,kuang,kuang3
tone_perfect/tang1_FV1_MP3.mp3,1,tang,tang1
tone_perfect/jie3_FV2_MP3.mp3,3,jie,jie3
tone_perfect/wo2_MV1_MP3.mp3,2,wo,wo2
tone_perfect/kuan1_MV1_MP3.mp3,1,kuan,kuan1
tone_perfect/ran3_FV1_MP3.mp3,3,ran,ran3
tone_perfect/xin2_FV3_MP3.mp3,2,xin,xin2
tone_perfect/hong4_MV3_MP3.mp3,4,hong,hong4
tone_perfect/ke1_MV2_MP3.mp3,1,ke,ke1
tone_perfect/tie2_FV3_MP3.mp3,2,tie,tie2
tone_perfect/ken1_FV2_MP3.mp3,1,ken,ken1
tone_perfect/lei2_MV1_MP3.mp3,2,lei,lei2
tone_perfect/kai1_MV3_MP3.mp3,1,kai,kai1
tone_perfect/song2_FV3_MP3.mp3,2,song,song2
tone_perfect/cheng2_FV2_MP3.mp3,2,cheng,cheng2
tone_perfect/ao1_MV2_MP3.mp3,1,ao,ao1
tone_perfect/qu4_FV2_MP3.mp3,4,qu,qu4
tone_perfect/cai4_FV3_MP3.mp3,4,cai,cai4
tone_perfect/cen4_MV2_MP3.mp3,4,cen,cen4
tone_perfect/shai2_MV3_MP3.mp3,2,shai,shai2
tone_perfect/shen2_FV2_MP3.mp3,2,shen,shen2
tone_perfect/tui2_FV3_MP3.mp3,2,tui,tui2
tone_perfect/ai2_MV1_MP3.mp3,2,ai,ai2
tone_perfect/ting4_MV1_MP3.mp3,4,ting,ting4
tone_perfect/zeng2_MV3_MP3.mp3,2,zeng,zeng2
tone_perfect/di3_FV3_MP3.mp3,3,di,di3
tone_perfect/hen2_FV3_MP3.mp3,2,hen,hen2
tone_perfect/hai2_MV2_MP3.mp3,2,hai,hai2
tone_perfect/yu3_FV1_MP3.mp3,3,yu,yu3
tone_perfect/fo1_FV2_MP3.mp3,1,fo,fo1
tone_perfect/nan1_MV1_MP3.mp3,1,nan,nan1
tone_perfect/ze2_FV1_MP3.mp3,2,ze,ze2
tone_perfect/le1_FV2_MP3.mp3,1,le,le1
tone_perfect/wen3_MV2_MP3.mp3,3,wen,wen3
tone_perfect/wai3_FV3_MP3.mp3,3,wai,wai3
tone_perfect/pang3_FV2_MP3.mp3,3,pang,pang3
tone_perfect/po2_FV1_MP3.mp3,2,po,po2
tone_perfect/shuo3_MV1_MP3.mp3,3,shuo,shuo3
tone_perfect/duan2_MV3_MP3.mp3,2,duan,duan2
tone_perfect/zong4_MV2_MP3.mp3,4,zong,zong4
tone_perfect/ga4_MV1_MP3.mp3,4,ga,ga4
tone_perfect/tao3_FV1_MP3.mp3,3,tao,tao3
tone_perfect/bai4_MV3_MP3.mp3,4,bai,bai4
tone_perfect/ben4_FV2_MP3.mp3,4,ben,ben4
tone_perfect/kui3_MV2_MP3.mp3,3,kui,kui3
tone_perfect/sai3_MV1_MP3.mp3,3,sai,sai3
tone_perfect/feng1_MV2_MP3.mp3,1,feng,feng1
tone_perfect/la3_MV3_MP3.mp3,3,la,la3
tone_perfect/zhei4_MV3_MP3.mp3,4,zhei,zhei4
tone_perfect/zhan4_FV2_MP3.mp3,4,zhan,zhan4
tone_perfect/kua4_FV1_MP3.mp3,4,kua,kua4
tone_perfect/luo3_FV2_MP3.mp3,3,luo,luo3
tone_perfect/te4_MV1_MP3.mp3,4,te,te4
tone_perfect/men2_FV1_MP3.mp3,2,men,men2
tone_perfect/ning2_FV3_MP3.mp3,2,ning,ning2
tone_perfect/ruo2_FV3_MP3.mp3,2,ruo,ruo2
tone_perfect/zhuan2_FV3_MP3.mp3,2,zhuan,zhuan2
tone_perfect/shuan3_FV2_MP3.mp3,3,shuan,shuan3
tone_perfect/pao3_MV3_MP3.mp3,3,pao,pao3
tone_perfect/ti1_MV3_MP3.mp3,1,ti,ti1
tone_perfect/ru4_FV3_MP3.mp3,4,ru,ru4
tone_perfect/nao2_MV2_MP3.mp3,2,nao,nao2
tone_perfect/rou1_MV2_MP3.mp3,1,rou,rou1
tone_perfect/sou1_FV2_MP3.mp3,1,sou,sou1
tone_perfect/xuan1_MV2_MP3.mp3,1,xuan,xuan1
tone_perfect/kong3_FV1_MP3.mp3,3,kong,kong3
tone_perfect/gai4_MV1_MP3.mp3,4,gai,gai4
tone_perfect/jian3_FV3_MP3.mp3,3,jian,jian3
tone_perfect/kan1_MV3_MP3.mp3,1,kan,kan1
tone_perfect/kei1_FV2_MP3.mp3,1,kei,kei1
tone_perfect/suo2_MV3_MP3.mp3,2,suo,suo2
tone_perfect/gang1_FV2_MP3.mp3,1,gang,gang1
tone_perfect/zhu4_MV2_MP3.mp3,4,zhu,zhu4
tone_perfect/kuai1_MV1_MP3.mp3,1,kuai,kuai1
tone_perfect/zang2_FV1_MP3.mp3,2,zang,zang2
tone_perfect/dao4_MV3_MP3.mp3,4,dao,dao4
tone_perfect/gao2_FV2_MP3.mp3,2,gao,gao2
tone_perfect/jia4_FV3_MP3.mp3,4,jia,jia4
tone_perfect/se1_MV1_MP3.mp3,1,se,se1
tone_perfect/tiao1_FV1_MP3.mp3,1,tiao,tiao1
tone_perfect/yao3_FV3_MP3.mp3,3,yao,yao3
tone_perfect/biao3_FV3_MP3.mp3,3,biao,biao3
tone_perfect/fu3_MV2_MP3.mp3,3,fu,fu3
tone_perfect/yo1_MV1_MP3.mp3,1,yo,yo1
tone_perfect/guang4_MV3_MP3.mp3,4,guang,guang4
tone_perfect/can1_MV3_MP3.mp3,1,can,can1
tone_perfect/den2_MV1_MP3.mp3,2,den,den2
tone_perfect/si4_MV3_MP3.mp3,4,si,si4
tone_perfect/deng3_MV2_MP3.mp3,3,deng,deng3
tone_perfect/zai3_FV1_MP3.mp3,3,zai,zai3
tone_perfect/teng4_FV3_MP3.mp3,4,teng,teng4
tone_perfect/lao4_MV3_MP3.mp3,4,lao,lao4
tone_perfect/zhun3_MV3_MP3.mp3,3,zhun,zhun3
tone_perfect/shang2_MV1_MP3.mp3,2,shang,shang2
tone_perfect/shu4_FV2_MP3.mp3,4,shu,shu4
tone_perfect/duo3_FV2_MP3.mp3,3,duo,duo3
tone_perfect/mao4_FV3_MP3.mp3,4,mao,mao4
tone_perfect/shua2_MV1_MP3.mp3,2,shua,shua2
tone_perfect/qiong3_MV3_MP3.mp3,3,qiong,qiong3
tone_perfect/ban1_FV3_MP3.mp3,1,ban,ban1
tone_perfect/bei1_MV2_MP3.mp3,1,bei,bei1
tone_perfect/nang2_FV3_MP3.mp3,2,nang,nang2
tone_perfect/zuo2_FV3_MP3.mp3,2,zuo,zuo2
tone_perfect/nu4_MV1_MP3.mp3,4,nu,nu4
tone_perfect/zuan3_MV2_MP3.mp3,3,zuan,zuan3
tone_perfect/quan2_MV3_MP3.mp3,2,quan,quan2
tone_perfect/nai4_FV1_MP3.mp3,4,nai,nai4
tone_perfect/xiong2_MV2_MP3.mp3,2,xiong,xiong2
tone_perfect/bo4_FV3_MP3.mp3,4,bo,bo4
tone_perfect/ang1_FV1_MP3.mp3,1,ang,ang1
tone_perfect/che2_MV1_MP3.mp3,2,che,che2
tone_perfect/huang2_MV1_MP3.mp3,2,huang,huang2
tone_perfect/pa3_FV1_MP3.mp3,3,pa,pa3
tone_perfect/zou1_MV2_MP3.mp3,1,zou,zou1
tone_perfect/tong2_FV2_MP3.mp3,2,tong,tong2
tone_perfect/juan4_FV3_MP3.mp3,4,juan,juan4
tone_perfect/he4_FV3_MP3.mp3,4,he,he4
tone_perfect/fan1_MV1_MP3.mp3,1,fan,fan1
tone_perfect/seng1_MV2_MP3.mp3,1,seng,seng1
tone_perfect/pi4_MV2_MP3.mp3,4,pi,pi4
tone_perfect/chong1_MV3_MP3.mp3,1,chong,chong1
tone_perfect/neng2_MV1_MP3.mp3,2,neng,neng2
tone_perfect/ce3_FV1_MP3.mp3,3,ce,ce3
tone_perfect/ping3_FV2_MP3.mp3,3,ping,ping3
tone_perfect/gua4_MV3_MP3.mp3,4,gua,gua4
tone_perfect/chui2_MV3_MP3.mp3,2,chui,chui2
tone_perfect/zhen1_FV3_MP3.mp3,1,zhen,zhen1
tone_perfect/zhai1_MV2_MP3.mp3,1,zhai,zhai1
tone_perfect/chuai3_FV3_MP3.mp3,3,chuai,chuai3
tone_perfect/rua3_FV3_MP3.mp3,3,rua,rua3
tone_perfect/eng1_MV3_MP3.mp3,1,eng,eng1
tone_perfect/cui3_MV2_MP3.mp3,3,cui,cui3
tone_perfect/ao4_FV2_MP3.mp3,4,ao,ao4
tone_perfect/xi3_MV1_MP3.mp3,3,xi,xi3
tone_perfect/shuang2_MV1_MP3.mp3,2,shuang,shuang2
tone_perfect/chao3_MV1_MP3.mp3,3,chao,chao3
tone_perfect/kai4_FV3_MP3.mp3,4,kai,kai4
tone_perfect/ken4_MV2_MP3.mp3,4,ken,ken4
tone_perfect/hong1_FV3_MP3.mp3,1,hong,hong1
tone_perfect/ke4_FV2_MP3.mp3,4,ke,ke4
tone_perfect/zheng3_FV2_MP3.mp3,3,zheng,zheng3
tone_perfect/kuan4_FV1_MP3.mp3,4,kuan,kuan4
tone_perfect/zhou3_FV1_MP3.mp3,3,zhou,zhou3
tone_perfect/tang4_MV1_MP3.mp3,4,tang,tang4
tone_perfect/tian2_FV2_MP3.mp3,2,tian,tian2
tone_perfect/sheng2_FV3_MP3.mp3,2,sheng,sheng2
tone_perfect/hao4_FV1_MP3.mp3,4,hao,hao4
tone_perfect/xiang4_FV1_MP3.mp3,4,xiang,xiang4
tone_perfect/rang1_FV2_MP3.mp3,1,rang,rang1
tone_perfect/gan1_FV1_MP3.mp3,1,gan,gan1
tone_perfect/huai3_MV3_MP3.mp3,3,huai,huai3
tone_perfect/weng3_MV1_MP3.mp3,3,weng,weng3
tone_perfect/bu3_FV3_MP3.mp3,3,bu,bu3
tone_perfect/bing3_FV3_MP3.mp3,3,bing,bing3
tone_perfect/xun2_MV1_MP3.mp3,2,xun,xun2
tone_perfect/ting1_FV1_MP3.mp3,1,ting,ting1
tone_perfect/zan3_FV1_MP3.mp3,3,zan,zan3
tone_perfect/gu2_MV1_MP3.mp3,2,gu,gu2
tone_perfect/bie3_FV2_MP3.mp3,3,bie,bie3
tone_perfect/zhui3_MV3_MP3.mp3,3,zhui,zhui3
tone_perfect/de3_MV1_MP3.mp3,3,de,de3
tone_perfect/pin2_FV3_MP3.mp3,2,pin,pin2
tone_perfect/cen1_FV2_MP3.mp3,1,cen,cen1
tone_perfect/dei2_MV1_MP3.mp3,2,dei,dei2
tone_perfect/cai1_MV3_MP3.mp3,1,cai,cai1
tone_perfect/qu1_MV2_MP3.mp3,1,qu,qu1
tone_perfect/nin3_FV2_MP3.mp3,3,nin,nin3
tone_perfect/ben1_MV2_MP3.mp3,1,ben,ben1
tone_perfect/bai1_FV3_MP3.mp3,1,bai,bai1
tone_perfect/zhao2_MV1_MP3.mp3,2,zhao,zhao2
tone_perfect/zi2_MV3_MP3.mp3,2,zi,zi2
tone_perfect/gong2_FV1_MP3.mp3,2,gong,gong2
tone_perfect/ga1_FV1_MP3.mp3,1,ga,ga1
tone_perfect/qin2_MV3_MP3.mp3,2,qin,qin2
tone_perfect/zong1_FV2_MP3.mp3,1,zong,zong1
tone_perfect/chou2_FV1_MP3.mp3,2,chou,chou2
tone_perfect/nve3_FV3_MP3.mp3,3,nve,nve3
tone_perfect/le4_MV2_MP3.mp3,4,le,le4
tone_perfect/mian3_FV2_MP3.mp3,3,mian,mian3
tone_perfect/yun2_FV1_MP3.mp3,2,yun,yun2
tone_perfect/nan4_FV1_MP3.mp3,4,nan,nan4
tone_perfect/fo4_MV2_MP3.mp3,4,fo,fo4
tone_perfect/rou4_FV2_MP3.mp3,4,rou,rou4
tone_perfect/ti4_FV3_MP3.mp3,4,ti,ti4
tone_perfect/ru1_MV3_MP3.mp3,1,ru,ru1
tone_perfect/piao3_FV2_MP3.mp3,3,piao,piao3
tone_perfect/gou3_MV2_MP3.mp3,3,gou,gou3
tone_perfect/er3_MV3_MP3.mp3,3,er,er3
tone_perfect/que2_MV3_MP3.mp3,2,que,que2
tone_perfect/cun3_MV2_MP3.mp3,3,cun,cun3
tone_perfect/you2_MV3_MP3.mp3,2,you,you2
tone_perfect/zhan1_MV2_MP3.mp3,1,zhan,zhan1
tone_perfect/zhei1_FV3_MP3.mp3,1,zhei,zhei1
tone_perfect/chuan3_FV3_MP3.mp3,3,chuan,chuan3
tone_perfect/te1_FV1_MP3.mp3,1,te,te1
tone_perfect/chun2_MV3_MP3.mp3,2,chun,chun2
tone_perfect/kua1_MV1_MP3.mp3,1,kua,kua1
tone_perfect/feng4_FV2_MP3.mp3,4,feng,feng4
tone_perfect/zha2_MV2_MP3.mp3,2,zha,zha2
tone_perfect/dao1_FV3_MP3.mp3,1,dao,dao1
tone_perfect/gang4_MV2_MP3.mp3,4,gang,gang4
tone_perfect/zhu1_FV2_MP3.mp3,1,zhu,zhu1
